8,7,5,3,2,9,1,4,6
4,3,9,1,5,6,2,8,7
1,2,6,4,8,7,5,3,9
6,5,4,2,3,1,7,9,8
2,1,3,7,9,8,6,5,4
9,8,7,6,4,5,3,2,1
3,6,2,9,1,4,8,7,5
5,4,1,8,7,2,9,6,3
7,9,8,5,6,3,4,1,2
1,3,6,2,4,5,7,9,8
2,4,5,7,9,8,1,3,6
8,7,9,1,3,6,2,4,5
5,6,3,4,1,2,8,7,9
4,2,1,8,7,9,5,6,3
7,9,8,5,6,3,4,1,2
6,5,4,3,2,1,9,8,7
3,1,2,9,8,7,6,5,4
9,8,7,6,5,4,3,2,1
